Code1,Level1,Code2,Level2,Code3,Level3,Code4,Level4,Code5,Level5,Level6,Level7
30,"Pathogen, pest, and weed management (see other categories for cultural control, host plant resistance, and habitat management)",10,"Pathogen control (e.g., bacteria, fungi, and viruses)",30,Physical/mechanical control of pathogens,TT,Using a different method/tool for physical/mechanical control of pathogens,NEC,"Using a different method/tool for physical/mechanical control of pathogens, n.e.c.",,
30,"Pathogen, pest, and weed management (see other categories for cultural control, host plant resistance, and habitat management)",20,"Invertebrate pest control (e.g., insects and mites)",10,Biological control of invertebrate pests,TC,Biological control of invertebrate pests (vs no biological control),10,Introducing biological control agents for invertebrate pests,,
30,"Pathogen, pest, and weed management (see other categories for cultural control, host plant resistance, and habitat management)",20,"Invertebrate pest control (e.g., insects and mites)",10,Biological control of invertebrate pests,TC,Biological control of invertebrate pests (vs no biological control),20,Using a biopesticide or mixture of biopesticides,,
30,"Pathogen, pest, and weed management (see other categories for cultural control, host plant resistance, and habitat management)",20,"Invertebrate pest control (e.g., insects and mites)",10,Biological control of invertebrate pests,TC,Biological control of invertebrate pests (vs no biological control),NEC,"Biological control of invertebrate pests (vs no biological control), n.e.c.",,
30,"Pathogen, pest, and weed management (see other categories for cultural control, host plant resistance, and habitat management)",20,"Invertebrate pest control (e.g., insects and mites)",10,Biological control of invertebrate pests,TT,Using a different method/tool/species for biological control of invertebrate pests,NEC,"Using a different method/tool/species for biological control of invertebrate pests, n.e.c.",,
30,"Pathogen, pest, and weed management (see other categories for cultural control, host plant resistance, and habitat management)",20,"Invertebrate pest control (e.g., insects and mites)",20,Chemical control of invertebrate pests,TC,Chemical control of invertebrate pests (vs no chemical control),10,Using a pesticide or mixture of pesticides,Using organic pesticide,
30,"Pathogen, pest, and weed management (see other categories for cultural control, host plant resistance, and habitat management)",20,"Invertebrate pest control (e.g., insects and mites)",20,Chemical control of invertebrate pests,TC,Chemical control of invertebrate pests (vs no chemical control),20,"Using chemical traps/lures (e.g., pheromone traps)",,
30,"Pathogen, pest, and weed management (see other categories for cultural control, host plant resistance, and habitat management)",20,"Invertebrate pest control (e.g., insects and mites)",20,Chemical control of invertebrate pests,TC,Chemical control of invertebrate pests (vs no chemical control),30,Using soap and water as a spray,,
30,"Pathogen, pest, and weed management (see other categories for cultural control, host plant resistance, and habitat management)",20,"Invertebrate pest control (e.g., insects and mites)",20,Chemical control of invertebrate pests,TC,Chemical control of invertebrate pests (vs no chemical control),NEC,"Chemical control of invertebrate pests (vs no chemical control), n.e.c.",,
30,"Pathogen, pest, and weed management (see other categories for cultural control, host plant resistance, and habitat management)",20,"Invertebrate pest control (e.g., insects and mites)",20,Chemical control of invertebrate pests,TT,Using a different method/tool/chemical for chemical control of invertebrate pests,10,Using a different amount of pesticide,,
30,"Pathogen, pest, and weed management (see other categories for cultural control, host plant resistance, and habitat management)",20,"Invertebrate pest control (e.g., insects and mites)",20,Chemical control of invertebrate pests,TT,Using a different method/tool/chemical for chemical control of invertebrate pests,20,Using a different method of applying pesticide,,
30,"Pathogen, pest, and weed management (see other categories for cultural control, host plant resistance, and habitat management)",20,"Invertebrate pest control (e.g., insects and mites)",20,Chemical control of invertebrate pests,TT,Using a different method/tool/chemical for chemical control of invertebrate pests,30,Using a different type of pesticide or mixture of pesticides,,
30,"Pathogen, pest, and weed management (see other categories for cultural control, host plant resistance, and habitat management)",20,"Invertebrate pest control (e.g., insects and mites)",20,Chemical control of invertebrate pests,TT,Using a different method/tool/chemical for chemical control of invertebrate pests,NEC,"Using a different method/tool/chemical for chemical control of invertebrate pests, n.e.c.",,
30,"Pathogen, pest, and weed management (see other categories for cultural control, host plant resistance, and habitat management)",20,"Invertebrate pest control (e.g., insects and mites)",30,Physical/mechanical control of invertebrate pests,TC,Physical/mechanical control of invertebrate pests (vs no physical/mechanical control),10,Destroying/removing invertebrate pests by hand,,
30,"Pathogen, pest, and weed management (see other categories for cultural control, host plant resistance, and habitat management)",20,"Invertebrate pest control (e.g., insects and mites)",30,Physical/mechanical control of invertebrate pests,TC,Physical/mechanical control of invertebrate pests (vs no physical/mechanical control),20,"Using pressurized sprays (e.g., water cannons)",,
30,"Pathogen, pest, and weed management (see other categories for cultural control, host plant resistance, and habitat management)",20,"Invertebrate pest control (e.g., insects and mites)",30,Physical/mechanical control of invertebrate pests,TC,Physical/mechanical control of invertebrate pests (vs no physical/mechanical control),30,"Using physical/mechanical traps (e.g., sticky traps)",,
30,"Pathogen, pest, and weed management (see other categories for cultural control, host plant resistance, and habitat management)",20,"Invertebrate pest control (e.g., insects and mites)",30,Physical/mechanical control of invertebrate pests,TC,Physical/mechanical control of invertebrate pests (vs no physical/mechanical control),40,"Excluding invertebrate pests from crops (e.g., netting or other barriers)",,
30,"Pathogen, pest, and weed management (see other categories for cultural control, host plant resistance, and habitat management)",20,"Invertebrate pest control (e.g., insects and mites)",30,Physical/mechanical control of invertebrate pests,TC,Physical/mechanical control of invertebrate pests (vs no physical/mechanical control),NEC,"Physical/mechanical control of invertebrate pests (vs no physical/mechanical control), n.e.c.",,
30,"Pathogen, pest, and weed management (see other categories for cultural control, host plant resistance, and habitat management)",20,"Invertebrate pest control (e.g., insects and mites)",30,Physical/mechanical control of invertebrate pests,TT,Using a different method/tool for physical/mechanical control of invertebrate pests,NEC,"Using a different method/tool for physical/mechanical control of invertebrate pests, n.e.c.",,
30,"Pathogen, pest, and weed management (see other categories for cultural control, host plant resistance, and habitat management)",30,"Vertebrate pest control (e.g., birds and mammals)",10,Biological control of vertebrate pests,TC,Biological control of vertebrate pests (vs no biological control),10,Introducing biological control agents for vertebrate pests,,
30,"Pathogen, pest, and weed management (see other categories for cultural control, host plant resistance, and habitat management)",30,"Vertebrate pest control (e.g., birds and mammals)",10,Biological control of vertebrate pests,TC,Biological control of vertebrate pests (vs no biological control),NEC,"Biological control of vertebrate pests (vs no biological control), n.e.c.",,
30,"Pathogen, pest, and weed management (see other categories for cultural control, host plant resistance, and habitat management)",30,"Vertebrate pest control (e.g., birds and mammals)",10,Biological control of vertebrate pests,TT,Using a different method/tool/species for biological control of vertebrate pests,NEC,"Using a different method/tool/species for biological control of vertebrate pests, n.e.c.",,
30,"Pathogen, pest, and weed management (see other categories for cultural control, host plant resistance, and habitat management)",30,"Vertebrate pest control (e.g., birds and mammals)",20,Chemical control of vertebrate pests,TC,Chemical control of vertebrate pests (vs no chemical control),10,Using a poison or mixture of poisons,,
30,"Pathogen, pest, and weed management (see other categories for cultural control, host plant resistance, and habitat management)",30,"Vertebrate pest control (e.g., birds and mammals)",20,Chemical control of vertebrate pests,TC,Chemical control of vertebrate pests (vs no chemical control),NEC,"Chemical control of vertebrate pests (vs no chemical control), n.e.c.",,
30,"Pathogen, pest, and weed management (see other categories for cultural control, host plant resistance, and habitat management)",30,"Vertebrate pest control (e.g., birds and mammals)",20,Chemical control of vertebrate pests,TT,Using a different method/tool/chemical for chemical control of vertebrate pests,10,Using a different amount of poison,,
30,"Pathogen, pest, and weed management (see other categories for cultural control, host plant resistance, and habitat management)",30,"Vertebrate pest control (e.g., birds and mammals)",20,Chemical control of vertebrate pests,TT,Using a different method/tool/chemical for chemical control of vertebrate pests,20,Using a different method of applying poison,,
30,"Pathogen, pest, and weed management (see other categories for cultural control, host plant resistance, and habitat management)",30,"Vertebrate pest control (e.g., birds and mammals)",20,Chemical control of vertebrate pests,TT,Using a different method/tool/chemical for chemical control of vertebrate pests,30,Using a different type of poison or mixture of poisons,,
30,"Pathogen, pest, and weed management (see other categories for cultural control, host plant resistance, and habitat management)",30,"Vertebrate pest control (e.g., birds and mammals)",20,Chemical control of vertebrate pests,TT,Using a different method/tool/chemical for chemical control of vertebrate pests,NEC,"Using a different method/tool/chemical for chemical control of vertebrate pests, n.e.c.",,
30,"Pathogen, pest, and weed management (see other categories for cultural control, host plant resistance, and habitat management)",30,"Vertebrate pest control (e.g., birds and mammals)",30,Physical/mechanical control of vertebrate pests,TC,Physical/mechanical control of vertebrate pests (vs no physical/mechanical control),10,"Excluding vertebrate pests from crops (e.g., netting or fencing)",Fencing crops,
30,"Pathogen, pest, and weed management (see other categories for cultural control, host plant resistance, and habitat management)",30,"Vertebrate pest control (e.g., birds and mammals)",30,Physical/mechanical control of vertebrate pests,TC,Physical/mechanical control of vertebrate pests (vs no physical/mechanical control),10,"Excluding vertebrate pests from crops (e.g., netting or fencing)",Netting crops,
30,"Pathogen, pest, and weed management (see other categories for cultural control, host plant resistance, and habitat management)",30,"Vertebrate pest control (e.g., birds and mammals)",30,Physical/mechanical control of vertebrate pests,TC,Physical/mechanical control of vertebrate pests (vs no physical/mechanical control),20,Repelling vertebrate pests from crops,Guarding crops,
30,"Pathogen, pest, and weed management (see other categories for cultural control, host plant resistance, and habitat management)",30,"Vertebrate pest control (e.g., birds and mammals)",30,Physical/mechanical control of vertebrate pests,TC,Physical/mechanical control of vertebrate pests (vs no physical/mechanical control),20,Repelling vertebrate pests from crops,Using bird scarers or other bird deterrents,
30,"Pathogen, pest, and weed management (see other categories for cultural control, host plant resistance, and habitat management)",30,"Vertebrate pest control (e.g., birds and mammals)",30,Physical/mechanical control of vertebrate pests,TC,Physical/mechanical control of vertebrate pests (vs no physical/mechanical control),NEC,"Physical/mechanical control of vertebrate pests (vs no physical/mechanical control), n.e.c.",,
30,"Pathogen, pest, and weed management (see other categories for cultural control, host plant resistance, and habitat management)",30,"Vertebrate pest control (e.g., birds and mammals)",30,Physical/mechanical control of vertebrate pests,TT,Using a different method/tool for physical/mechanical control of vertebrate pests,NEC,"Using a different method/tool for physical/mechanical control of vertebrate pests, n.e.c.",,
30,"Pathogen, pest, and weed management (see other categories for cultural control, host plant resistance, and habitat management)",40,Weed control,10,Biological control of weeds,TC,Biological control of weeds (vs no biological control),10,Introducing biological control agents for weeds,,
30,"Pathogen, pest, and weed management (see other categories for cultural control, host plant resistance, and habitat management)",40,Weed control,10,Biological control of weeds,TC,Biological control of weeds (vs no biological control),NEC,"Biological control of weeds (vs no biological control), n.e.c.",,
30,"Pathogen, pest, and weed management (see other categories for cultural control, host plant resistance, and habitat management)",40,Weed control,10,Biological control of weeds,TT,Using a different method/tool/species for biological control of weeds,NEC,"Using a different method/tool/species for biological control of weeds, n.e.c.",,
30,"Pathogen, pest, and weed management (see other categories for cultural control, host plant resistance, and habitat management)",40,Weed control,20,Chemical control of weeds,TC,Chemical control of weeds (vs no chemical control),10,Using a herbicide or mixture of herbicides,,
30,"Pathogen, pest, and weed management (see other categories for cultural control, host plant resistance, and habitat management)",40,Weed control,20,Chemical control of weeds,TC,Chemical control of weeds (vs no chemical control),NEC,"Chemical control of weeds (vs no chemical control), n.e.c.",,
30,"Pathogen, pest, and weed management (see other categories for cultural control, host plant resistance, and habitat management)",40,Weed control,20,Chemical control of weeds,TT,Using a different method/tool/chemical for chemical control of weeds,10,Using a different amount of herbicide,,
30,"Pathogen, pest, and weed management (see other categories for cultural control, host plant resistance, and habitat management)",40,Weed control,20,Chemical control of weeds,TT,Using a different method/tool/chemical for chemical control of weeds,20,Using a different method of applying herbicide,,
30,"Pathogen, pest, and weed management (see other categories for cultural control, host plant resistance, and habitat management)",40,Weed control,20,Chemical control of weeds,TT,Using a different method/tool/chemical for chemical control of weeds,30,Using a different type of herbicide or mixture of herbicides,,
30,"Pathogen, pest, and weed management (see other categories for cultural control, host plant resistance, and habitat management)",40,Weed control,20,Chemical control of weeds,TT,Using a different method/tool/chemical for chemical control of weeds,NEC,"Using a different method/tool/chemical for chemical control of weeds, n.e.c.",,
30,"Pathogen, pest, and weed management (see other categories for cultural control, host plant resistance, and habitat management)",40,Weed control,30,"Physical/mechanical control of weeds (also see ""soil"" for ""tilling"" and ""mulching"")",TC,Physical/mechanical control of weeds (vs no physical/mechanical control),10,Cultivating (i.e. disturbing the surface of the soil to destroy weeds),,
30,"Pathogen, pest, and weed management (see other categories for cultural control, host plant resistance, and habitat management)",40,Weed control,30,"Physical/mechanical control of weeds (also see ""soil"" for ""tilling"" and ""mulching"")",TC,Physical/mechanical control of weeds (vs no physical/mechanical control),20,Weeding (i.e. uprooting weeds by hand),,
30,"Pathogen, pest, and weed management (see other categories for cultural control, host plant resistance, and habitat management)",40,Weed control,30,"Physical/mechanical control of weeds (also see ""soil"" for ""tilling"" and ""mulching"")",TC,Physical/mechanical control of weeds (vs no physical/mechanical control),NEC,"Physical/mechanical control of weeds (vs no physical/mechanical control), n.e.c.",,
30,"Pathogen, pest, and weed management (see other categories for cultural control, host plant resistance, and habitat management)",40,Weed control,30,"Physical/mechanical control of weeds (also see ""soil"" for ""tilling"" and ""mulching"")",TT,Using a different method/tool for physical/mechanical control of weeds,10,"Cultivating using machines (e.g., vs cultivating using hand tools)",,
30,"Pathogen, pest, and weed management (see other categories for cultural control, host plant resistance, and habitat management)",40,Weed control,30,"Physical/mechanical control of weeds (also see ""soil"" for ""tilling"" and ""mulching"")",TT,Using a different method/tool for physical/mechanical control of weeds,NEC,"Using a different method/tool for physical/mechanical control of weeds, n.e.c.",,
30,"Pathogen, pest, and weed management (see other categories for cultural control, host plant resistance, and habitat management)",NEC,"Pathogen, pest, and weed management, n.e.c.",,,,,,,,
40,Non-crop habitat management in farmland,10,Grazing in non-crop habitats,10,Excluding grazers from non-crop habitats,TC,Excluding grazers from non-crop habitats (vs control),10,Fencing,,
40,Non-crop habitat management in farmland,10,Grazing in non-crop habitats,10,Excluding grazers from non-crop habitats,TC,Excluding grazers from non-crop habitats (vs control),NEC,"Excluding grazers from non-crop habitats (vs control), n.e.c.",,
40,Non-crop habitat management in farmland,10,Grazing in non-crop habitats,10,Excluding grazers from non-crop habitats,TT,Excluding grazers from non-crop habitats using a different method/tool,NEC,"Excluding grazers from non-crop habitats using a different method/tool, n.e.c.",,
40,Non-crop habitat management in farmland,10,Grazing in non-crop habitats,20,Using grazers to manage non-crop habitats (i.e. introducing grazers),TC,Using grazers to manage non-crop habitats (vs control),NEC,"Using grazers to manage non-crop habitats (vs control), n.e.c.",,
40,Non-crop habitat management in farmland,10,Grazing in non-crop habitats,20,Using grazers to manage non-crop habitats (i.e. introducing grazers),TT,Using grazers to manage non-crop habitats using a different method/tool/species,10,"Using a different type of grazer in non-crop habitats (e.g., traditional breeds)",,
40,Non-crop habitat management in farmland,10,Grazing in non-crop habitats,20,Using grazers to manage non-crop habitats (i.e. introducing grazers),TT,Using grazers to manage non-crop habitats using a different method/tool/species,20,Using fewer grazers in non-crop habitats (i.e. lower stocking rates),,
40,Non-crop habitat management in farmland,10,Grazing in non-crop habitats,20,Using grazers to manage non-crop habitats (i.e. introducing grazers),TT,Using grazers to manage non-crop habitats using a different method/tool/species,30,"Using less intensive grazing in non-crop habitats (e.g., seasonal grazing vs continuous grazing)",,
40,Non-crop habitat management in farmland,10,Grazing in non-crop habitats,20,Using grazers to manage non-crop habitats (i.e. introducing grazers),TT,Using grazers to manage non-crop habitats using a different method/tool/species,NEC,"Using grazers to manage non-crop habitats using a different method/tool/species, n.e.c.",,
40,Non-crop habitat management in farmland,20,Mowing in non-crop habitats,10,Mowing in non-crop habitats,TC,Mowing in non-crop habitats (vs control),NEC,"Mowing in non-crop habitats (vs control), n.e.c.",,
40,Non-crop habitat management in farmland,20,Mowing in non-crop habitats,10,Mowing in non-crop habitats,TT,Mowing in non-crop habitats using a different method/tool,10,Mowing at a different time or with a different frequency,,
40,Non-crop habitat management in farmland,20,Mowing in non-crop habitats,10,Mowing in non-crop habitats,TT,Mowing in non-crop habitats using a different method/tool,20,Mowing closer to the ground,,
40,Non-crop habitat management in farmland,20,Mowing in non-crop habitats,10,Mowing in non-crop habitats,TT,Mowing in non-crop habitats using a different method/tool,30,"Mowing using machines (e.g., vs mowing using hand tools)",,
40,Non-crop habitat management in farmland,20,Mowing in non-crop habitats,10,Mowing in non-crop habitats,TT,Mowing in non-crop habitats using a different method/tool,NEC,"Mowing in non-crop habitats using a different method/tool, n.e.c.",,
40,Non-crop habitat management in farmland,30,Planting in non-crop habitats (i.e. planting non-crop species),10,Planting in field margins,TC,Planting in field margins (vs control),10,Planting buffer strips (i.e. to reduce runoff/spillover from crop fields),,
40,Non-crop habitat management in farmland,30,Planting in non-crop habitats (i.e. planting non-crop species),10,Planting in field margins,TC,Planting in field margins (vs control),20,Planting flower strips (non-woody vegetation),,
40,Non-crop habitat management in farmland,30,Planting in non-crop habitats (i.e. planting non-crop species),10,Planting in field margins,TC,Planting in field margins (vs control),30,Planting hedgerows/shelterbelts (woody vegetation),,
40,Non-crop habitat management in farmland,30,Planting in non-crop habitats (i.e. planting non-crop species),10,Planting in field margins,TC,Planting in field margins (vs control),NEC,"Planting in field margins (vs control), n.e.c.",,
40,Non-crop habitat management in farmland,30,Planting in non-crop habitats (i.e. planting non-crop species),10,Planting in field margins,TT,Planting in field margins using a different method/tool/species,NEC,"Planting in field margins using a different method/tool/species, n.e.c.",,
40,Non-crop habitat management in farmland,30,Planting in non-crop habitats (i.e. planting non-crop species),20,"Planting in other non-crop habitats in farmland (e.g., riparian areas)",TC,Planting in other non-crop habitats (vs control),NEC,"Planting in other non-crop habitats (vs control), n.e.c.",,
40,Non-crop habitat management in farmland,30,Planting in non-crop habitats (i.e. planting non-crop species),20,"Planting in other non-crop habitats in farmland (e.g., riparian areas)",TT,Planting in other non-crop habitats using a different method/tool/species,NEC,"Planting in other non-crop habitats using a different method/tool/species, n.e.c.",,
40,Non-crop habitat management in farmland,40,"Providing resources for pollinators, natural pest-control species, and other wildlife",30,"Providing food for wildlife (also see ""planting flower strips"")",TC,Providing food for wildlife (vs control),10,"Providing artificial honeydew (e.g., for hover flies)",,
40,Non-crop habitat management in farmland,40,"Providing resources for pollinators, natural pest-control species, and other wildlife",30,"Providing food for wildlife (also see ""planting flower strips"")",TC,Providing food for wildlife (vs control),NEC,"Providing food for wildlife (vs control), n.e.c.",,
40,Non-crop habitat management in farmland,40,"Providing resources for pollinators, natural pest-control species, and other wildlife",30,"Providing food for wildlife (also see ""planting flower strips"")",TT,Providing food for wildlife using a different method/tool/food,NEC,"Providing food for wildlife using a different method/tool/food, n.e.c.",,
40,Non-crop habitat management in farmland,40,"Providing resources for pollinators, natural pest-control species, and other wildlife",40,Providing structures/features for wildlife,TC,Providing structures/features for wildlife (vs control),10,"Providing perches (e.g., for birds)",,
40,Non-crop habitat management in farmland,40,"Providing resources for pollinators, natural pest-control species, and other wildlife",40,Providing structures/features for wildlife,TC,Providing structures/features for wildlife (vs control),20,"Providing cavities (e.g., nest boxes)",Providing bird boxes,
40,Non-crop habitat management in farmland,40,"Providing resources for pollinators, natural pest-control species, and other wildlife",40,Providing structures/features for wildlife,TC,Providing structures/features for wildlife (vs control),20,"Providing cavities (e.g., nest boxes)",Providing bat boxes,
40,Non-crop habitat management in farmland,40,"Providing resources for pollinators, natural pest-control species, and other wildlife",40,Providing structures/features for wildlife,TC,Providing structures/features for wildlife (vs control),20,"Providing cavities (e.g., nest boxes)",Providing nesting boards for bees,
40,Non-crop habitat management in farmland,40,"Providing resources for pollinators, natural pest-control species, and other wildlife",40,Providing structures/features for wildlife,TC,Providing structures/features for wildlife (vs control),30,"Providing soil features for wildlife (e.g., beetle banks)","Providing bare soil (e.g., for ground-nesting bees)",
40,Non-crop habitat management in farmland,40,"Providing resources for pollinators, natural pest-control species, and other wildlife",40,Providing structures/features for wildlife,TC,Providing structures/features for wildlife (vs control),30,"Providing soil features for wildlife (e.g., beetle banks)",Providing beetle banks,
40,Non-crop habitat management in farmland,40,"Providing resources for pollinators, natural pest-control species, and other wildlife",40,Providing structures/features for wildlife,TC,Providing structures/features for wildlife (vs control),40,"Providing water features for wildlife (e.g., ponds)",,
40,Non-crop habitat management in farmland,40,"Providing resources for pollinators, natural pest-control species, and other wildlife",40,Providing structures/features for wildlife,TC,Providing structures/features for wildlife (vs control),NEC,"Providing structures/features for wildlife (vs control), n.e.c.",,
40,Non-crop habitat management in farmland,40,"Providing resources for pollinators, natural pest-control species, and other wildlife",40,Providing structures/features for wildlife,TT,Providing structures/features for wildlife using a different method/tool/material,NEC,"Providing structures for wildlife using a different method/tool/structure, n.e.c.",,
40,Non-crop habitat management in farmland,50,Retaining non-crop habitats in farming landscapes,10,"Retaining artificial habitats in farmland (e.g., old buildings or walls)",TC,"Retaining artificial habitats in farmland (vs control; e.g., vs destroying habitats)",NEC,"Retaining artificial habitats in farmland (vs control), n.e.c.",,
40,Non-crop habitat management in farmland,50,Retaining non-crop habitats in farming landscapes,10,"Retaining artificial habitats in farmland (e.g., old buildings or walls)",TT,Retaining artificial habitats in farmland using a different method/tool,NEC,"Retaining artificial habitats in farmland using a different method/tool, n.e.c.",,
40,Non-crop habitat management in farmland,50,Retaining non-crop habitats in farming landscapes,20,"Retaining semi-natural habitats in farmland (e.g., riparian areas)",TC,Retaining semi-natural habitats in farmland (vs control; e.g. vs clearing habitats for growing crops),NEC,"Retaining semi-natural habitats in farmland (vs control), n.e.c.",,
40,Non-crop habitat management in farmland,50,Retaining non-crop habitats in farming landscapes,20,"Retaining semi-natural habitats in farmland (e.g., riparian areas)",TT,Retaining semi-natural habitats in farmland using a different method/tool,NEC,"Retaining semi-natural habitats in farmland using a different method/tool, n.e.c.",,
40,Non-crop habitat management in farmland,60,"Restoring non-crop habitats in farmland (also see ""landscaping"", ""planting in non-crop habitats"", etc.)",10,"Restoring artificial habitats in farmland (e.g., old buildings or walls)",TC,Restoring artificial habitats in farmland (vs control),NEC,"Restoring artificial habitats in farmland (vs control), n.e.c.",,
40,Non-crop habitat management in farmland,60,"Restoring non-crop habitats in farmland (also see ""landscaping"", ""planting in non-crop habitats"", etc.)",10,"Restoring artificial habitats in farmland (e.g., old buildings or walls)",TT,Restoring artificial habitats in farmland using a different method/tool/material,NEC,"Restoring artificial habitats in farmland using a different method/tool/material, n.e.c.",,
40,Non-crop habitat management in farmland,60,"Restoring non-crop habitats in farmland (also see ""landscaping"", ""planting in non-crop habitats"", etc.)",20,"Restoring semi-natural habitats in farmland (e.g., riparian areas)",TC,Restoring semi-natural habitats in farmland (vs control),NEC,"Restoring semi-natural habitats in farmland (vs control), n.e.c.",,
40,Non-crop habitat management in farmland,60,"Restoring non-crop habitats in farmland (also see ""landscaping"", ""planting in non-crop habitats"", etc.)",20,"Restoring semi-natural habitats in farmland (e.g., riparian areas)",TT,Restoring semi-natural habitats in farmland using a different method/tool/species,NEC,"Restoring semi-natural habitats in farmland using a different method/tool/species, n.e.c.",,
40,Non-crop habitat management in farmland,NEC,"Non-crop habitat management, n.e.c.",,,,,,,,